,start_date,start_station_code,end_date,end_station_code,duration_sec,is_member
662028,2014-06-06 16:44,6173,2014-06-06 16:56,6139,747,1
831192,2014-06-17 08:12,6349,2014-06-17 08:32,6043,1177,1
1446441,2014-07-19 23:29,6187,2014-07-19 23:38,6146,540,1
834146,2014-06-17 10:18,6198,2014-06-17 10:21,6929,161,1
11992,2014-04-18 12:11,6229,2014-04-18 12:43,6073,1873,0
1283347,2014-07-11 12:19,6070,2014-07-11 12:31,6183,720,1
1136093,2014-07-03 15:01,6142,2014-07-03 15:10,6133,542,1
2872592,2014-10-16 09:52,6371,2014-10-16 10:03,6277,618,1
1176305,2014-07-05 15:20,6241,2014-07-05 15:27,6230,451,1
2014781,2014-08-21 09:05,6411,2014-08-21 09:20,6199,899,1
2457662,2014-09-16 07:48,6002,2014-09-16 08:06,6043,1123,1
27727,2014-04-20 22:40,6234,2014-04-20 22:47,6262,377,0
234571,2014-05-11 10:48,6053,2014-05-11 10:55,6037,426,0
3007302,2014-10-30 14:08,6193,2014-10-30 14:15,6186,422,1
556571,2014-05-31 16:32,6428,2014-05-31 17:09,6059,2214,0
3015705,2014-10-31 08:48,6174,2014-10-31 08:56,6075,499,1
1029924,2014-06-27 18:52,6062,2014-06-27 19:26,6725,1991,1
1979723,2014-08-19 16:27,6214,2014-08-19 16:41,6164,856,1
699576,2014-06-08 15:27,6063,2014-06-08 15:43,6211,988,0
2103087,2014-08-26 00:05,6393,2014-08-26 00:12,6387,410,1
2471976,2014-09-16 20:25,6206,2014-09-16 20:28,6202,144,1
2065359,2014-08-23 21:31,6026,2014-08-23 21:54,6064,1392,0
97126,2014-04-29 16:29,6015,2014-04-29 16:33,6012,183,1
240492,2014-05-11 16:17,6502,2014-05-11 16:48,6025,1895,0
791167,2014-06-14 21:46,6737,2014-06-14 22:02,6913,981,1
1687477,2014-08-02 13:31,6276,2014-08-02 13:44,6251,750,1
1178460,2014-07-05 16:46,6358,2014-07-05 17:02,6344,957,1
3121080,2014-11-13 13:25,6141,2014-11-13 14:00,6058,2077,1
347870,2014-05-18 20:34,6501,2014-05-18 21:26,6406,3095,1
669015,2014-06-06 21:18,6130,2014-06-06 21:42,6274,1468,1
2131969,2014-08-27 12:58,6501,2014-08-27 13:14,6051,933,0
2176189,2014-08-29 15:59,6046,2014-08-29 16:29,6133,1815,1
2332465,2014-09-07 22:21,6234,2014-09-07 22:26,6747,297,1
1954546,2014-08-18 11:13,6036,2014-08-18 12:09,6177,3409,0
466433,2014-05-25 18:30,6316,2014-05-25 19:10,6315,2377,1
3112004,2014-11-12 08:58,6137,2014-11-12 09:07,6114,506,1
1749606,2014-08-05 16:50,6094,2014-08-05 17:06,6376,1009,1
2992723,2014-10-29 09:44,6201,2014-10-29 09:57,6901,741,1
2706932,2014-10-01 19:43,6214,2014-10-01 19:50,6147,408,1
2427274,2014-09-13 11:22,6722,2014-09-13 11:27,6702,247,1
1972480,2014-08-19 09:18,6186,2014-08-19 09:26,6213,460,1
557570,2014-05-31 17:12,6086,2014-05-31 17:30,6173,1104,1
2071486,2014-08-24 12:21,6406,2014-08-24 12:36,6095,857,0
878264,2014-06-19 13:40,6209,2014-06-19 13:56,6032,974,0
2522043,2014-09-19 18:58,6066,2014-09-19 19:11,6729,796,1
1877337,2014-08-12 08:13,6247,2014-08-12 08:41,6106,1692,1
2760136,2014-10-06 09:39,6216,2014-10-06 09:58,6084,1114,1
1318943,2014-07-13 09:43,6389,2014-07-13 09:46,6340,176,1
1244715,2014-07-09 16:56,6057,2014-07-09 17:05,6403,520,1
2911921,2014-10-20 13:57,6184,2014-10-20 14:03,6173,350,1
2679665,2014-09-30 08:31,6201,2014-09-30 09:05,6001,2040,1
1575230,2014-07-26 16:17,6036,2014-07-26 16:50,6406,1996,0
3007000,2014-10-30 13:35,6332,2014-10-30 14:09,6008,2059,1
1531179,2014-07-24 14:33,6158,2014-07-24 14:36,6156,152,1
17077,2014-04-19 11:33,6229,2014-04-19 11:43,6231,582,1
1127622,2014-07-03 05:29,6718,2014-07-03 05:52,6053,1393,1
2831381,2014-10-12 18:52,6217,2014-10-12 19:02,6146,587,1
2955406,2014-10-25 08:37,6406,2014-10-25 08:52,6058,896,1
618662,2014-06-04 08:57,6908,2014-06-04 09:15,6927,1092,1
1936635,2014-08-17 00:33,6227,2014-08-17 00:42,6161,533,1
2754737,2014-10-05 18:23,6193,2014-10-05 18:38,6150,915,1
2164982,2014-08-29 01:16,6902,2014-08-29 01:51,6386,2079,0
2315548,2014-09-06 18:42,6204,2014-09-06 19:00,6234,1092,1
1845767,2014-08-10 14:45,6389,2014-08-10 15:01,6361,922,1
2210571,2014-08-31 16:31,6084,2014-08-31 16:46,6402,918,1
1529934,2014-07-24 13:22,6403,2014-07-24 13:26,6401,229,0
1429249,2014-07-19 02:31,6381,2014-07-19 02:34,6373,175,1
1084153,2014-06-30 18:30,6204,2014-06-30 18:35,6064,300,1
3061040,2014-11-05 16:14,6068,2014-11-05 16:27,6432,746,1
106876,2014-04-30 14:44,6237,2014-04-30 14:57,6368,788,1
2757078,2014-10-06 07:19,6046,2014-10-06 07:25,6088,359,1
2108961,2014-08-26 10:49,6315,2014-08-26 11:23,6717,2043,0
246192,2014-05-12 07:19,6179,2014-05-12 07:28,6131,518,1
437920,2014-05-24 11:03,6165,2014-05-24 11:21,6251,1059,1
1076988,2014-06-30 12:57,6389,2014-06-30 13:14,6199,1017,1
2458873,2014-09-16 08:29,6402,2014-09-16 08:58,6114,1768,1
1438668,2014-07-19 16:20,6435,2014-07-19 16:36,6107,984,1
717472,2014-06-09 16:07,6097,2014-06-09 16:23,6013,953,1
937613,2014-06-22 14:47,6362,2014-06-22 15:24,6004,2216,1
323711,2014-05-16 22:05,6386,2014-05-16 22:08,6393,182,1
2803579,2014-10-10 07:33,6259,2014-10-10 07:57,6085,1464,1
2793031,2014-10-09 08:55,6252,2014-10-09 09:16,6901,1250,1
2821320,2014-10-11 16:53,6211,2014-10-11 17:13,6050,1193,0
1379876,2014-07-16 19:09,6104,2014-07-16 19:13,6015,240,1
2874937,2014-10-16 16:23,6142,2014-10-16 16:34,6104,648,1
2088066,2014-08-25 10:19,6158,2014-08-25 10:23,6186,230,1
1033111,2014-06-27 21:29,6097,2014-06-27 22:05,6246,2139,1
235893,2014-05-11 12:22,6255,2014-05-11 12:26,6913,242,1
2696632,2014-10-01 09:14,6175,2014-10-01 09:24,6204,557,1
1337519,2014-07-14 17:19,6107,2014-07-14 17:40,6173,1261,1
195899,2014-05-08 16:41,6061,2014-05-08 17:04,6344,1372,1
496068,2014-05-28 13:03,6015,2014-05-28 13:07,6012,238,1
2048332,2014-08-22 21:37,6136,2014-08-22 21:44,6167,420,1
2323830,2014-09-07 13:20,6406,2014-09-07 13:25,6375,252,1
214998,2014-05-09 18:46,6203,2014-05-09 19:04,6251,1057,1
975673,2014-06-25 09:59,6206,2014-06-25 10:05,6063,389,1
1188348,2014-07-06 10:48,6119,2014-07-06 10:53,6171,305,1
2139821,2014-08-27 18:11,6100,2014-08-27 18:16,6073,302,1
400563,2014-05-21 20:07,6035,2014-05-21 20:09,6042,129,1
1180142,2014-07-05 18:17,6205,2014-07-05 18:24,6067,476,1
395847,2014-05-21 17:20,6332,2014-05-21 17:34,6252,863,1
861879,2014-06-18 17:42,6418,2014-06-18 18:11,6014,1768,1
207006,2014-05-09 09:37,6209,2014-05-09 09:48,6058,633,1
2470807,2014-09-16 19:11,6190,2014-09-16 19:23,6371,734,1
235547,2014-05-11 12:01,6137,2014-05-11 12:16,6264,930,1
1097712,2014-07-01 15:48,6004,2014-07-01 16:19,6154,1898,0
2146150,2014-08-28 07:39,6411,2014-08-28 07:44,6078,289,1
572723,2014-06-01 15:25,6154,2014-06-01 15:31,6184,389,1
2451307,2014-09-15 17:33,6280,2014-09-15 17:49,6340,970,1
2238621,2014-09-02 14:34,6052,2014-09-02 14:53,6921,1121,0
951672,2014-06-23 11:41,6186,2014-06-23 11:48,6137,410,1
2481179,2014-09-17 13:38,6174,2014-09-17 13:47,6070,556,1
1275613,2014-07-10 23:24,6234,2014-07-10 23:47,6733,1389,1
3085353,2014-11-08 15:40,6099,2014-11-08 15:51,6085,656,1
