,start_date,start_station_code,end_date,end_station_code,duration_sec,is_member
791957,2015-06-06 13:47,6073,2015-06-06 13:57,6014,605,1
540477,2015-05-23 12:28,6377,2015-05-23 12:36,6748,438,1
601381,2015-05-27 02:24,6209,2015-05-27 02:44,6327,1166,0
1667053,2015-07-22 09:02,6391,2015-07-22 09:23,6003,1239,1
1008786,2015-06-18 16:51,6012,2015-06-18 16:53,6014,125,1
3195406,2015-10-19 15:07,6149,2015-10-19 15:19,6169,741,1
1607051,2015-07-18 16:14,6131,2015-07-18 16:17,6129,188,1
755073,2015-06-04 15:31,6418,2015-06-04 15:55,6411,1401,1
343145,2015-05-12 13:13,6201,2015-05-12 13:20,6176,407,1
2880039,2015-09-23 18:08,6078,2015-09-23 18:18,6212,550,1
1300525,2015-07-04 02:41,6184,2015-07-04 02:44,6156,175,1
3118965,2015-10-11 21:18,6266,2015-10-11 21:40,6329,1360,1
1259743,2015-07-02 13:42,6187,2015-07-02 14:05,6012,1369,1
2209909,2015-08-19 12:39,6171,2015-08-19 12:49,6067,604,1
390446,2015-05-14 21:05,6247,2015-05-14 21:15,6907,624,1
2461917,2015-09-01 02:02,6186,2015-09-01 02:13,6148,633,1
1464573,2015-07-11 17:32,6170,2015-07-11 17:35,6157,208,1
1000355,2015-06-18 09:06,6917,2015-06-18 09:37,6141,1884,1
1423234,2015-07-09 19:11,6205,2015-07-09 19:26,6231,900,1
3315619,2015-10-31 17:58,6174,2015-10-31 18:07,6123,511,1
1002031,2015-06-18 11:00,6220,2015-06-18 11:07,6014,413,1
1516952,2015-07-14 11:23,6176,2015-07-14 11:38,6113,868,1
2785807,2015-09-18 17:01,6048,2015-09-18 17:05,6038,188,1
305631,2015-05-09 09:00,6334,2015-05-09 09:19,6227,1160,1
1160803,2015-06-26 11:00,6179,2015-06-26 11:25,6036,1501,0
1717291,2015-07-24 17:04,6211,2015-07-24 17:16,6099,760,1
2571312,2015-09-06 12:01,6742,2015-09-06 12:05,6744,239,1
1028205,2015-06-19 15:45,6142,2015-06-19 15:52,6220,421,1
845928,2015-06-10 06:22,6306,2015-06-10 06:31,6227,559,1
467703,2015-05-19 11:04,6206,2015-05-19 11:09,6034,294,0
195505,2015-05-03 15:35,6064,2015-05-03 15:41,6085,365,1
821820,2015-06-07 21:47,6203,2015-06-07 23:11,6204,5063,0
1010286,2015-06-18 17:27,6432,2015-06-18 17:49,6223,1336,1
677362,2015-05-30 17:05,6217,2015-05-30 18:06,6092,3658,0
993078,2015-06-17 20:57,6912,2015-06-17 20:59,6915,132,1
2072823,2015-08-12 07:46,6160,2015-08-12 08:05,6034,1096,1
1166130,2015-06-26 15:32,6321,2015-06-26 15:38,6251,377,1
31114,2015-04-18 11:27,6187,2015-04-18 11:30,6188,180,1
2739812,2015-09-16 15:39,6234,2015-09-16 16:01,6902,1296,1
2956488,2015-09-28 12:08,6368,2015-09-28 12:13,6372,288,1
177730,2015-05-02 15:56,6219,2015-05-02 16:03,6216,436,1
3120023,2015-10-12 02:28,6151,2015-10-12 02:44,6211,902,1
585765,2015-05-26 11:44,6157,2015-05-26 12:30,6050,2745,0
2510669,2015-09-03 10:51,6216,2015-09-03 11:02,6302,647,1
1019136,2015-06-19 07:59,6117,2015-06-19 08:13,6708,859,1
541743,2015-05-23 13:35,6199,2015-05-23 13:44,6222,558,1
2408359,2015-08-29 02:42,6269,2015-08-29 02:51,6260,544,1
3426990,2015-11-12 18:01,6413,2015-11-12 18:25,6018,1440,1
1818053,2015-07-29 20:17,6133,2015-07-29 20:34,6227,1019,0
2387406,2015-08-28 08:10,6186,2015-08-28 08:31,6050,1281,1
478340,2015-05-19 19:12,6929,2015-05-19 19:47,6249,2084,1
1117407,2015-06-24 09:34,6216,2015-06-24 09:44,6143,614,1
3020780,2015-10-03 16:13,6066,2015-10-03 16:40,6133,1648,1
667894,2015-05-30 09:38,6350,2015-05-30 09:49,6036,701,1
518973,2015-05-21 21:52,6079,2015-05-21 22:02,6220,590,1
1358631,2015-07-06 19:12,6158,2015-07-06 19:17,6140,313,1
1461428,2015-07-11 15:20,6094,2015-07-11 15:28,6302,501,1
2461377,2015-08-31 23:28,6361,2015-08-31 23:30,6362,137,1
737900,2015-06-03 17:48,6171,2015-06-03 17:50,6123,117,1
976374,2015-06-17 09:01,6906,2015-06-17 09:07,6228,397,1
384031,2015-05-14 17:06,6330,2015-05-14 17:34,6253,1623,1
144439,2015-04-30 17:09,6066,2015-04-30 17:30,6194,1242,1
2284159,2015-08-23 00:21,6310,2015-08-23 00:30,6230,570,1
2527124,2015-09-04 00:55,6413,2015-09-04 01:10,6141,876,1
2865533,2015-09-23 06:52,6345,2015-09-23 07:27,6034,2105,1
2704499,2015-09-14 18:15,6253,2015-09-14 18:20,6336,293,1
614762,2015-05-27 17:42,6737,2015-05-27 17:56,6925,788,1
2037549,2015-08-09 18:31,6014,2015-08-09 18:32,6015,81,1
1182673,2015-06-27 11:13,6748,2015-06-27 11:44,6070,1844,0
1837180,2015-07-30 19:11,6246,2015-07-30 19:17,6305,324,1
1845073,2015-07-31 08:33,6202,2015-07-31 08:47,6100,798,1
1820347,2015-07-29 22:33,6116,2015-07-29 22:51,6391,1076,0
1536467,2015-07-15 09:08,6047,2015-07-15 09:10,6205,137,1
590253,2015-05-26 16:15,6749,2015-05-26 16:44,6434,1741,1
3023822,2015-10-03 21:02,6089,2015-10-03 21:12,6194,635,1
2746780,2015-09-16 19:10,6196,2015-09-16 19:26,6729,940,1
222755,2015-05-05 08:55,6087,2015-05-05 09:47,6087,3064,0
1049558,2015-06-20 15:00,6157,2015-06-20 15:10,6015,590,1
1021336,2015-06-19 09:10,6049,2015-06-19 09:22,6064,724,1
1424322,2015-07-09 19:55,6913,2015-07-09 20:03,6191,435,1
1861483,2015-07-31 20:45,6913,2015-07-31 21:02,6215,1059,0
1246923,2015-07-01 16:04,6070,2015-07-01 16:08,6411,239,1
2073013,2015-08-12 07:58,6089,2015-08-12 08:08,6043,600,1
2658917,2015-09-10 22:07,6237,2015-09-10 22:26,6199,1113,1
162592,2015-05-01 17:46,6216,2015-05-01 17:56,6068,602,0
1635109,2015-07-20 13:02,6063,2015-07-20 13:33,6079,1845,0
2297190,2015-08-23 18:24,6907,2015-08-23 19:00,6206,2165,1
2458666,2015-08-31 19:40,6361,2015-08-31 19:55,6249,882,0
1299243,2015-07-04 00:11,6027,2015-07-04 00:42,6415,1889,1
1065186,2015-06-21 12:06,6307,2015-06-21 12:12,6221,345,1
2070293,2015-08-11 20:55,6368,2015-08-11 21:07,6368,673,1
1252808,2015-07-02 07:39,6230,2015-07-02 07:53,6145,804,1
1933064,2015-08-04 16:17,6195,2015-08-04 16:24,6184,422,1
1570351,2015-07-16 17:27,6146,2015-07-16 17:39,6165,745,1
3178175,2015-10-16 21:42,6355,2015-10-16 21:45,6398,176,1
2793964,2015-09-18 23:14,6191,2015-09-18 23:26,6227,700,1
144364,2015-04-30 17:07,6217,2015-04-30 17:20,6158,766,1
1511505,2015-07-14 07:04,6907,2015-07-14 07:08,6198,235,1
331470,2015-05-11 08:59,6090,2015-05-11 09:04,6087,295,1
1201033,2015-06-28 03:51,6094,2015-06-28 03:52,6200,100,1
745121,2015-06-04 06:03,6732,2015-06-04 06:18,6031,886,1
2620236,2015-09-09 07:51,6727,2015-09-09 07:58,6052,427,1
2446136,2015-08-31 09:48,6397,2015-08-31 10:01,6121,784,1
2251215,2015-08-21 12:21,6231,2015-08-21 12:40,6063,1164,1
2145811,2015-08-16 01:54,6116,2015-08-16 02:04,6017,602,1
1724801,2015-07-24 22:57,6216,2015-07-24 23:24,6418,1660,1
3024870,2015-10-04 00:53,6066,2015-10-04 01:07,6207,867,1
2922702,2015-09-25 22:35,6063,2015-09-25 23:08,6142,1942,1
2638394,2015-09-10 00:13,6012,2015-09-10 00:20,6112,405,1
350076,2015-05-12 20:19,6047,2015-05-12 20:29,6193,603,1
3184925,2015-10-18 01:49,6227,2015-10-18 01:58,6243,531,1
890277,2015-06-12 08:43,6267,2015-06-12 08:53,6907,622,1
844113,2015-06-09 19:00,6169,2015-06-09 19:16,6130,953,1
