,start_date,start_station_code,end_date,end_station_code,duration_sec,is_member
164983,2015-05-01 19:22,6165,2015-05-01 19:40,6254,1040,1
2178613,2015-08-17 19:18,6312,2015-08-17 19:50,6312,1904,1
930617,2015-06-14 14:58,6407,2015-06-14 15:19,6206,1254,1
144408,2015-04-30 17:09,6194,2015-04-30 17:12,6097,215,1
3111619,2015-10-11 03:09,6708,2015-10-11 03:21,6104,740,1
220847,2015-05-05 08:00,6271,2015-05-05 08:02,6908,115,1
2213402,2015-08-19 16:12,6307,2015-08-19 16:16,6217,227,0
3122635,2015-10-12 12:46,6223,2015-10-12 12:59,6064,790,1
1434001,2015-07-10 10:10,6253,2015-07-10 10:15,6159,296,1
954992,2015-06-15 19:01,6423,2015-06-15 19:21,6181,1186,1
3330152,2015-11-02 18:21,6163,2015-11-02 18:35,6188,844,1
3231389,2015-10-22 16:35,6093,2015-10-22 16:55,6223,1196,1
24102,2015-04-17 16:21,6049,2015-04-17 16:26,6043,341,1
1919071,2015-08-03 19:54,6063,2015-08-03 21:00,6927,3937,0
1617937,2015-07-19 10:24,6213,2015-07-19 10:30,6196,335,0
2624734,2015-09-09 11:17,6047,2015-09-09 11:20,6205,170,1
1968898,2015-08-06 09:49,6111,2015-08-06 10:15,6907,1577,1
2047970,2015-08-10 12:01,6100,2015-08-10 12:07,6089,332,1
2387473,2015-08-28 08:12,6154,2015-08-28 08:16,6150,296,1
2669110,2015-09-11 14:05,6163,2015-09-11 14:08,6155,224,1
2930740,2015-09-26 15:22,6157,2015-09-26 15:30,6118,458,1
1986930,2015-08-07 07:37,6078,2015-08-07 07:50,6432,778,1
1104377,2015-06-23 16:34,6906,2015-06-23 16:41,6268,429,1
1231936,2015-06-30 13:05,6261,2015-06-30 13:20,6116,919,1
2818145,2015-09-20 15:39,10002,2015-09-20 15:42,6350,182,1
1478810,2015-07-12 14:03,6249,2015-07-12 14:13,6249,620,1
2888627,2015-09-24 08:32,6160,2015-09-24 08:39,6184,424,1
2857731,2015-09-22 17:32,6232,2015-09-22 17:51,6324,1124,1
3413894,2015-11-11 08:29,6232,2015-11-11 08:48,6040,1136,1
1807065,2015-07-29 12:32,6221,2015-07-29 12:56,6221,1451,1
3268206,2015-10-26 16:54,6036,2015-10-26 16:56,6036,98,0
2153434,2015-08-16 15:05,6418,2015-08-16 15:08,6434,183,1
958145,2015-06-15 22:22,6356,2015-06-15 22:37,6719,906,1
2799660,2015-09-19 11:47,6750,2015-09-19 12:02,6174,888,1
3281448,2015-10-27 18:28,6184,2015-10-27 18:31,6155,178,1
2928454,2015-09-26 13:27,6184,2015-09-26 13:41,6265,846,1
2272254,2015-08-22 13:30,6186,2015-08-22 13:36,6151,328,1
744227,2015-06-03 23:22,6159,2015-06-03 23:28,6235,375,1
1668825,2015-07-22 11:03,6929,2015-07-22 11:28,6315,1501,1
395130,2015-05-15 08:27,6041,2015-05-15 08:30,6049,171,1
2811502,2015-09-20 09:57,6133,2015-09-20 10:00,6153,180,1
3292454,2015-10-29 10:50,6232,2015-10-29 11:02,6196,712,1
1736275,2015-07-25 16:15,6151,2015-07-25 16:23,6165,479,1
1555623,2015-07-15 23:45,6146,2015-07-15 23:51,6155,373,1
2351977,2015-08-26 15:16,6747,2015-08-26 15:24,6224,512,1
1357118,2015-07-06 18:20,6052,2015-07-06 18:28,6921,469,1
1359729,2015-07-06 20:03,6232,2015-07-06 20:19,6098,953,1
3160246,2015-10-15 13:53,6249,2015-10-15 13:59,6906,316,1
1415108,2015-07-09 15:05,6216,2015-07-09 15:09,6215,245,1
1403785,2015-07-08 22:26,6015,2015-07-08 22:51,6207,1494,1
453162,2015-05-18 13:39,6906,2015-05-18 13:51,6260,769,1
118974,2015-04-28 22:41,6376,2015-04-28 22:55,6266,817,1
113788,2015-04-28 17:14,6332,2015-04-28 17:38,6360,1438,1
1347925,2015-07-06 12:13,6245,2015-07-06 12:20,6231,426,1
1149441,2015-06-25 18:42,6178,2015-06-25 18:52,6222,587,0
1197856,2015-06-27 22:01,6221,2015-06-27 22:04,6183,140,1
1961466,2015-08-05 20:17,6432,2015-08-05 20:36,6356,1126,1
2679496,2015-09-11 20:38,6036,2015-09-11 21:05,6153,1596,0
3121950,2015-10-12 11:55,6154,2015-10-12 12:00,6187,284,1
1636357,2015-07-20 14:17,6134,2015-07-20 14:41,6015,1419,1
2434105,2015-08-30 16:03,6184,2015-08-30 16:09,6140,336,1
2807821,2015-09-19 18:54,6044,2015-09-19 19:00,6015,373,1
2211465,2015-08-19 14:22,6209,2015-08-19 14:32,6067,567,0
777807,2015-06-05 16:34,6186,2015-06-05 16:41,6140,423,1
1926525,2015-08-04 09:40,6265,2015-08-04 09:52,6248,697,1
1929514,2015-08-04 13:06,6127,2015-08-04 13:10,6329,225,1
350217,2015-05-12 20:35,6057,2015-05-12 20:39,6048,244,0
1859058,2015-07-31 18:42,6336,2015-07-31 18:44,6340,134,1
257744,2015-05-06 21:56,6228,2015-05-06 22:02,6711,322,1
3152004,2015-10-14 18:53,6741,2015-10-14 19:04,6732,619,1
1113608,2015-06-23 22:54,6087,2015-06-23 23:10,6078,967,0
2210295,2015-08-19 13:03,6307,2015-08-19 13:10,6223,367,1
3388488,2015-11-08 12:58,6188,2015-11-08 13:00,6176,158,1
2216392,2015-08-19 17:36,6113,2015-08-19 17:41,6118,261,1
2977435,2015-09-30 14:58,6167,2015-09-30 15:10,6117,709,1
2185388,2015-08-18 08:32,6145,2015-08-18 08:38,6104,347,1
1732604,2015-07-25 13:48,6199,2015-07-25 14:13,6749,1489,1
2888950,2015-09-24 08:41,6113,2015-09-24 08:56,6052,861,1
2686890,2015-09-12 14:07,6215,2015-09-12 14:15,6078,484,1
1397376,2015-07-08 17:54,6209,2015-07-08 18:04,6229,596,1
1312093,2015-07-04 16:29,6162,2015-07-04 17:05,6026,2178,0
3134408,2015-10-13 10:14,6389,2015-10-13 10:22,6734,470,1
2242958,2015-08-20 21:11,6407,2015-08-20 21:15,6401,271,1
2924694,2015-09-26 07:44,6018,2015-09-26 07:46,6116,117,1
2507237,2015-09-03 08:06,6190,2015-09-03 08:16,6729,605,1
2288616,2015-08-23 12:16,6036,2015-08-23 12:36,6009,1200,0
3026724,2015-10-04 11:24,6213,2015-10-04 11:25,6903,110,1
271223,2015-05-07 16:55,6147,2015-05-07 16:58,6145,212,1
390397,2015-05-14 21:02,6737,2015-05-14 21:35,6165,1965,0
2442931,2015-08-31 07:50,6174,2015-08-31 07:53,6021,220,1
2241579,2015-08-20 19:53,5006,2015-08-20 20:11,5002,1085,0
267732,2015-05-07 14:13,6107,2015-05-07 14:24,6043,679,1
278197,2015-05-07 21:01,6088,2015-05-07 21:16,6097,903,1
211048,2015-05-04 14:41,6732,2015-05-04 14:48,10002,405,1
499509,2015-05-20 22:58,6377,2015-05-20 23:02,6732,278,1
2700236,2015-09-14 16:03,6015,2015-09-14 16:29,6202,1528,0
3253353,2015-10-24 16:12,6279,2015-10-24 16:19,6254,430,1
1078952,2015-06-22 09:26,6355,2015-06-22 09:32,6395,362,1
2921804,2015-09-25 21:01,6728,2015-09-25 21:20,6221,1136,1
48673,2015-04-20 20:20,6262,2015-04-20 20:33,6233,769,1
780616,2015-06-05 18:33,6078,2015-06-05 18:43,6116,598,1
3409441,2015-11-10 17:42,6051,2015-11-10 17:51,6271,563,1
479662,2015-05-19 20:25,6395,2015-05-19 20:29,6396,233,1
2607475,2015-09-08 15:02,6211,2015-09-08 15:10,6015,484,1
753605,2015-06-04 14:07,6267,2015-06-04 14:29,6005,1287,1
477994,2015-05-19 18:58,6245,2015-05-19 19:06,6503,486,1
33787,2015-04-18 17:44,6246,2015-04-18 17:50,6241,361,1
2539757,2015-09-04 16:38,6067,2015-09-04 16:40,6073,100,1
3271329,2015-10-26 20:28,6009,2015-10-26 20:35,6011,423,0
1249022,2015-07-01 18:55,6227,2015-07-01 19:03,6257,504,1
1315053,2015-07-04 18:19,6214,2015-07-04 18:50,6713,1847,1
907190,2015-06-13 14:01,6232,2015-06-13 14:10,6711,524,1
2802822,2015-09-19 14:10,6194,2015-09-19 14:14,6097,258,1
2554036,2015-09-05 12:35,6113,2015-09-05 12:42,6902,412,1
3203042,2015-10-20 09:15,6100,2015-10-20 09:22,6432,435,1
1867116,2015-08-01 09:54,6246,2015-08-01 10:21,6203,1656,0
1996847,2015-08-07 16:19,6206,2015-08-07 16:43,10002,1472,1
1701640,2015-07-23 19:24,6397,2015-07-23 19:29,6396,306,1
2253997,2015-08-21 14:49,6184,2015-08-21 14:53,6248,256,1
2184309,2015-08-18 07:59,5007,2015-08-18 08:16,5006,1021,0
2101871,2015-08-13 17:00,6327,2015-08-13 17:03,6329,222,1
463427,2015-05-19 07:13,6321,2015-05-19 07:20,6254,457,1
2998943,2015-10-01 20:56,6418,2015-10-01 21:14,6064,1078,1
367101,2015-05-13 18:35,6012,2015-05-13 18:39,6073,252,1
2592377,2015-09-07 15:36,6026,2015-09-07 15:44,6050,436,0
3076009,2015-10-07 18:22,6271,2015-10-07 18:51,6735,1727,1
2098841,2015-08-13 14:49,6197,2015-08-13 14:58,6367,530,1
3243675,2015-10-23 16:35,6926,2015-10-23 16:41,6153,369,1
3312718,2015-10-31 13:23,6928,2015-10-31 13:42,6223,1100,0
2028117,2015-08-09 10:53,6307,2015-08-09 10:57,6201,227,1
1153340,2015-06-25 21:47,6401,2015-06-25 21:54,6100,445,1
691776,2015-05-31 17:24,6194,2015-05-31 17:32,6100,491,1
439402,2015-05-17 17:00,6369,2015-05-17 17:34,6742,2036,1
3136752,2015-10-13 15:35,6277,2015-10-13 15:57,6396,1323,1
2367394,2015-08-27 08:52,6274,2015-08-27 08:56,6190,233,1
602999,2015-05-27 07:50,6393,2015-05-27 08:10,6005,1253,1
1191276,2015-06-27 16:41,6008,2015-06-27 16:55,6064,804,1
575541,2015-05-25 11:45,6017,2015-05-25 12:06,6406,1283,0
2976149,2015-09-30 08:01,6146,2015-09-30 08:03,6146,146,1
1268446,2015-07-02 18:44,6065,2015-07-02 18:50,6093,375,1
2755967,2015-09-17 09:39,6743,2015-09-17 09:45,6062,346,1
2871598,2015-09-23 12:07,6140,2015-09-23 12:10,6155,151,1
2683116,2015-09-12 01:26,6206,2015-09-12 01:40,6194,835,1
2014119,2015-08-08 14:29,6070,2015-08-08 14:48,6147,1161,1
488613,2015-05-20 13:37,6368,2015-05-20 13:39,6374,154,1
1570364,2015-07-16 17:27,6398,2015-07-16 18:03,6046,2144,1
2387461,2015-08-28 08:11,6247,2015-08-28 08:15,6711,225,1
1370967,2015-07-07 14:48,6254,2015-07-07 15:17,6236,1708,1
2042786,2015-08-10 07:26,6261,2015-08-10 07:58,6100,1953,1
1631559,2015-07-20 08:53,6415,2015-07-20 09:33,6094,2349,1
1997011,2015-08-07 16:24,6194,2015-08-07 16:27,6432,198,1
296207,2015-05-08 17:54,6255,2015-05-08 17:59,6907,292,1
2359348,2015-08-26 19:00,6072,2015-08-26 19:07,6206,395,1
875377,2015-06-11 15:58,6904,2015-06-11 16:06,6925,447,1
1639147,2015-07-20 16:29,6901,2015-07-20 16:39,6119,578,1
1396826,2015-07-08 17:42,6040,2015-07-08 17:59,6029,1003,1
1029465,2015-06-19 16:30,6227,2015-06-19 16:33,6280,176,0
512625,2015-05-21 17:25,6738,2015-05-21 17:32,6079,400,1
2047910,2015-08-10 11:58,6078,2015-08-10 12:06,6078,499,1
2777715,2015-09-18 09:49,6259,2015-09-18 09:58,6198,494,1
947161,2015-06-15 13:34,6307,2015-06-15 13:39,6221,304,1
618927,2015-05-27 20:08,6211,2015-05-27 20:16,6145,483,1
201621,2015-05-03 20:59,6411,2015-05-03 21:21,6095,1300,1
776696,2015-06-05 14:22,6314,2015-06-05 14:32,6195,616,1
2047547,2015-08-10 11:34,6209,2015-08-10 11:43,6061,530,1
1344844,2015-07-06 08:46,6142,2015-07-06 08:50,6187,240,1
3314320,2015-10-31 15:55,6176,2015-10-31 16:06,6034,647,1
1904051,2015-08-03 07:47,6165,2015-08-03 08:05,6202,1074,1
2441461,2015-08-31 00:58,6227,2015-08-31 01:04,6248,336,0
568610,2015-05-24 21:12,6208,2015-05-24 21:26,6107,870,1
2895217,2015-09-24 15:12,6393,2015-09-24 15:23,6118,657,1
3007170,2015-10-02 14:33,6044,2015-10-02 14:44,6197,650,1
2925279,2015-09-26 09:36,6161,2015-09-26 09:38,6236,142,1
520045,2015-05-21 23:52,6221,2015-05-21 23:54,6225,130,1
318147,2015-05-09 22:27,6214,2015-05-09 22:31,6211,240,1
1117667,2015-06-24 10:02,6902,2015-06-24 10:13,6108,673,1
1282681,2015-07-03 13:15,6166,2015-07-03 13:23,6910,495,1
1042307,2015-06-20 08:51,6166,2015-06-20 08:57,6140,383,1
2090824,2015-08-13 06:35,6204,2015-08-13 06:36,6070,94,1
2753632,2015-09-17 08:19,6057,2015-09-17 08:28,6037,558,1
2905233,2015-09-24 23:02,6102,2015-09-24 23:21,6048,1105,1
2898233,2015-09-24 17:11,6090,2015-09-24 17:16,6409,299,1
1914275,2015-08-03 17:14,6095,2015-08-03 17:17,6100,177,0
1819611,2015-07-29 21:37,6008,2015-07-29 21:43,6014,320,1
351661,2015-05-12 23:00,6100,2015-05-12 23:26,6719,1576,1
2125667,2015-08-14 22:39,6257,2015-08-14 22:49,6167,605,1
2768236,2015-09-17 19:13,6912,2015-09-17 19:21,6277,485,1
1309478,2015-07-04 15:04,6252,2015-07-04 15:09,6321,308,0
2456675,2015-08-31 18:20,6112,2015-08-31 18:26,6147,383,1
1454578,2015-07-11 09:01,6433,2015-07-11 09:15,6406,830,0
988742,2015-06-17 18:16,6301,2015-06-17 18:44,6232,1718,1
1750457,2015-07-26 14:15,6151,2015-07-26 14:20,6155,259,1
1661708,2015-07-21 20:43,6139,2015-07-21 21:21,6139,2310,1
3347790,2015-11-04 11:36,6213,2015-11-04 11:42,6204,400,1
502887,2015-05-21 08:38,6137,2015-05-21 08:45,6173,406,1
2101384,2015-08-13 16:45,6748,2015-08-13 18:02,6040,4626,0
2251805,2015-08-21 12:54,6147,2015-08-21 14:00,6062,3917,0
482761,2015-05-20 07:30,6147,2015-05-20 07:35,6729,315,1
2812860,2015-09-20 11:31,6912,2015-09-20 11:36,6904,268,1
2678266,2015-09-11 19:32,6043,2015-09-11 20:13,6109,2436,1
3229961,2015-10-22 14:59,6408,2015-10-22 15:02,6401,209,1
3165741,2015-10-15 21:18,6201,2015-10-15 21:26,6164,454,1
433701,2015-05-17 13:31,6201,2015-05-17 13:57,6321,1545,1
47897,2015-04-20 18:21,6217,2015-04-20 18:25,6411,252,0
2346992,2015-08-26 09:51,6414,2015-08-26 10:07,6041,951,1
2574056,2015-09-06 14:06,6501,2015-09-06 15:07,6501,3682,0
605987,2015-05-27 09:21,6100,2015-05-27 09:32,6031,685,1
1127653,2015-06-24 17:49,6916,2015-06-24 18:08,6200,1157,1
2959419,2015-09-28 16:32,6248,2015-09-28 16:53,6364,1283,1
1239561,2015-06-30 17:51,6072,2015-06-30 18:00,6220,546,1
1745284,2015-07-26 02:47,6360,2015-07-26 02:55,6277,478,1
1226654,2015-06-30 08:33,6133,2015-06-30 08:50,6094,1007,1
5350,2015-04-15 17:35,6193,2015-04-15 17:39,6235,237,1
337058,2015-05-11 19:19,6327,2015-05-11 19:24,6335,278,1
810654,2015-06-07 12:27,6100,2015-06-07 12:30,6064,169,1
2335410,2015-08-25 17:39,6175,2015-08-25 17:58,6380,1127,1
3033364,2015-10-04 20:58,6262,2015-10-04 21:15,6152,1033,1
1037679,2015-06-19 21:16,6310,2015-06-19 21:31,6201,898,1
815040,2015-06-07 15:47,6103,2015-06-07 15:58,6398,688,1
2865681,2015-09-23 07:11,6907,2015-09-23 07:27,6015,957,1
967871,2015-06-16 18:38,6064,2015-06-16 18:47,6116,577,1
766350,2015-06-04 22:06,6097,2015-06-04 22:25,6079,1122,1
1768389,2015-07-27 13:44,6379,2015-07-27 13:50,6379,389,1
2064980,2015-08-11 16:50,6231,2015-08-11 17:04,6906,836,1
821438,2015-06-07 21:08,6027,2015-06-07 21:26,6111,1113,1
44966,2015-04-20 08:00,6151,2015-04-20 08:19,6203,1116,1
2829587,2015-09-21 10:48,6229,2015-09-21 11:06,6043,1110,1
3210999,2015-10-20 19:03,6041,2015-10-20 19:17,6349,879,1
2344599,2015-08-26 08:20,6265,2015-08-26 08:49,6063,1735,1
1755937,2015-07-26 18:25,6026,2015-07-26 18:52,6724,1623,0
331969,2015-05-11 11:45,6099,2015-05-11 12:00,6903,954,1
2298176,2015-08-23 19:15,6398,2015-08-23 19:20,6398,309,1
33938,2015-04-18 18:04,6310,2015-04-18 18:13,6241,502,1
159932,2015-05-01 16:23,6073,2015-05-01 16:26,6064,206,1
1313398,2015-07-04 17:13,6910,2015-07-04 17:37,6148,1459,1
1124201,2015-06-24 15:34,6190,2015-06-24 15:40,6161,344,1
3185537,2015-10-18 09:33,6186,2015-10-18 09:47,6235,836,1
1210816,2015-06-29 13:33,6067,2015-06-29 13:54,6164,1254,1
2697388,2015-09-14 10:52,6157,2015-09-14 11:03,6199,665,1
2323070,2015-08-25 08:11,6218,2015-08-25 08:18,6068,429,0
172518,2015-05-02 12:24,6227,2015-05-02 12:32,6305,486,1
1984836,2015-08-06 14:45,6716,2015-08-06 14:56,6210,687,1
2938739,2015-09-27 05:52,6215,2015-09-27 05:57,6214,277,0
830796,2015-06-08 20:04,6224,2015-06-08 20:16,6232,723,1
3302942,2015-10-30 11:48,6163,2015-10-30 12:02,6213,839,1
2750763,2015-09-16 23:55,6154,2015-09-16 23:57,6140,103,1
667858,2015-05-30 09:35,6021,2015-05-30 09:58,6907,1365,1
2673477,2015-09-11 17:05,6034,2015-09-11 17:29,6121,1441,0
1329974,2015-07-05 14:23,6092,2015-07-05 14:51,6059,1663,1
2517488,2015-09-03 16:56,6150,2015-09-03 17:06,6184,630,1
2327850,2015-08-25 12:23,6001,2015-08-25 12:29,6039,362,1
368660,2015-05-13 19:44,6435,2015-05-13 19:50,6418,391,1
634698,2015-05-28 18:29,6370,2015-05-28 18:38,6368,518,1
55495,2015-04-21 21:40,6912,2015-04-21 21:46,6247,352,0
898294,2015-06-12 19:21,6397,2015-06-12 19:24,6417,193,1
1667236,2015-07-22 09:09,6322,2015-07-22 09:24,6503,870,1
155147,2015-05-01 11:23,6062,2015-05-01 11:38,6406,925,1
3203730,2015-10-20 10:18,6200,2015-10-20 10:25,6241,422,1
2162994,2015-08-17 07:10,6276,2015-08-17 07:14,6249,263,1
2155415,2015-08-16 16:33,6040,2015-08-16 16:52,6079,1164,0
821532,2015-06-07 21:17,6746,2015-06-07 21:48,6728,1895,1
2555724,2015-09-05 13:51,6220,2015-09-05 13:55,6143,265,1
3177,2015-04-15 14:09,6032,2015-04-15 14:16,6039,403,1
2227154,2015-08-20 08:39,6142,2015-08-20 08:49,6012,584,1
1828039,2015-07-30 12:40,6341,2015-07-30 12:50,6350,602,0
987085,2015-06-17 17:36,6067,2015-06-17 17:40,6078,198,1
310907,2015-05-09 14:16,6192,2015-05-09 14:30,6227,838,0
1390932,2015-07-08 14:20,6250,2015-07-08 14:29,6343,525,1
2007598,2015-08-08 07:45,6225,2015-08-08 08:00,6928,883,1
2367193,2015-08-27 08:46,6211,2015-08-27 08:53,6034,404,1
2137714,2015-08-15 16:41,6112,2015-08-15 16:43,6902,146,1
3180195,2015-10-17 12:10,6152,2015-10-17 12:26,6233,974,1
2163796,2015-08-17 07:56,6215,2015-08-17 08:07,6424,644,1
29474,2015-04-18 00:59,6923,2015-04-18 01:08,6262,516,1
2496833,2015-09-02 17:14,6068,2015-09-02 17:26,6143,734,1
2776403,2015-09-18 08:50,6108,2015-09-18 09:27,6063,2191,1
1891385,2015-08-02 14:22,6190,2015-08-02 14:27,6164,292,1
1004083,2015-06-18 13:06,6007,2015-06-18 13:12,6902,375,0
1762086,2015-07-27 07:52,6128,2015-07-27 08:11,6424,1151,1
1405785,2015-07-09 06:50,6197,2015-07-09 07:08,6034,1113,1
2234610,2015-08-20 16:15,6047,2015-08-20 16:22,6214,414,1
484220,2015-05-20 08:24,6118,2015-05-20 08:28,6114,232,1
1850617,2015-07-31 13:23,6178,2015-07-31 13:38,6108,872,1
563923,2015-05-24 17:13,6116,2015-05-24 17:25,6184,690,1
3183516,2015-10-17 19:27,6280,2015-10-17 19:49,6197,1285,1
881349,2015-06-11 19:00,6432,2015-06-11 19:26,6008,1564,1
1535980,2015-07-15 08:51,6131,2015-07-15 09:00,6020,561,1
2652112,2015-09-10 17:22,6034,2015-09-10 17:34,6104,718,1
3013440,2015-10-02 20:47,6064,2015-10-02 20:52,6046,262,1
1566109,2015-07-16 15:11,6183,2015-07-16 15:28,6014,1020,0
42582,2015-04-19 18:36,6176,2015-04-19 18:46,6208,590,1
543707,2015-05-23 15:07,6164,2015-05-23 15:15,6176,452,1
2743466,2015-09-16 17:32,6396,2015-09-16 17:37,6397,272,1
2673316,2015-09-11 17:01,6073,2015-09-11 17:20,6004,1154,1
3172235,2015-10-16 14:26,6187,2015-10-16 14:30,6184,284,1
2635206,2015-09-09 19:38,6903,2015-09-09 19:40,6220,126,1
1140574,2015-06-25 13:23,6750,2015-06-25 13:30,6386,404,1
947183,2015-06-15 13:36,6040,2015-06-15 13:47,6041,711,0
2560849,2015-09-05 17:19,6280,2015-09-05 17:35,6021,958,0
773730,2015-06-05 11:15,6094,2015-06-05 11:31,6267,956,1
448864,2015-05-18 09:27,6131,2015-05-18 09:36,6178,489,1
1574553,2015-07-16 19:28,6084,2015-07-16 19:58,6709,1786,1
2740979,2015-09-16 16:27,6086,2015-09-16 16:36,6407,562,1
1120829,2015-06-24 13:18,6136,2015-06-24 13:42,6023,1459,1
3213241,2015-10-21 00:55,6101,2015-10-21 01:00,6363,330,1
311610,2015-05-09 14:49,6137,2015-05-09 15:00,6181,669,1
2925677,2015-09-26 10:18,6102,2015-09-26 10:23,6065,263,1
2467830,2015-09-01 11:09,6157,2015-09-01 11:16,6118,387,1
2193275,2015-08-18 16:18,6070,2015-08-18 16:24,6212,381,1
264141,2015-05-07 09:56,6096,2015-05-07 10:06,6205,638,1
765558,2015-06-04 21:18,6301,2015-06-04 21:58,6231,2368,1
2819961,2015-09-20 16:57,6719,2015-09-20 17:33,6194,2171,1
1882028,2015-08-01 22:47,6336,2015-08-01 23:04,6217,1016,1
2751522,2015-09-17 06:27,6008,2015-09-17 06:29,6359,120,1
814039,2015-06-07 15:06,6173,2015-06-07 15:39,6235,1932,1
1047520,2015-06-20 13:45,6377,2015-06-20 14:27,10002,2561,0
1182415,2015-06-27 10:58,6078,2015-06-27 11:25,6050,1594,0
861230,2015-06-10 17:57,6327,2015-06-10 18:00,6253,175,1
2547033,2015-09-04 21:38,6408,2015-09-04 21:47,6748,554,1
1174649,2015-06-26 20:29,6236,2015-06-26 20:50,6203,1285,1
2038159,2015-08-09 19:02,6233,2015-08-09 19:09,6252,448,1
2024208,2015-08-08 23:00,6700,2015-08-08 23:25,6009,1514,0
2752911,2015-09-17 07:58,6314,2015-09-17 08:06,6117,493,1
2760599,2015-09-17 14:56,6903,2015-09-17 15:01,6202,320,1
447014,2015-05-18 00:16,6099,2015-05-18 00:46,6093,1811,0
683575,2015-05-31 08:34,6155,2015-05-31 08:39,6187,306,1
1176323,2015-06-26 21:56,6340,2015-06-26 22:02,6255,379,1
